Name;Price;CPrice;Number;Type;Restriction,PicUrl
Sealed Graffiti | GGEZ (Princess Pink);$0.03;$0.02;1512;Base Grade Graffiti;7;https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0puWyTCXIZDbWKCSXT1oxSLteYTrbqzvx4-mUSzzIEugvEQgDL6MFoGVIO8iMbBNsgIIC8iuomUM7HRkkfddLZQOvw2QfKOB8zHREcspp6SJ7nA
Sealed Graffiti | GGWP (Jungle Green);$0.03;$0.02;1669;Base Grade Graffiti;7;https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0puWyTCbIZDbWKCSXTFswHLUNYWzQrzb35OrGETvOFeB5SwEFfqAB9zAaOJrdOEM4htIJ_CuomUM7HRkkfddLZQOvw2QfKOBxmXYTccpVGJh0gw
Sealed Graffiti | Sheriff (Princess Pink);$0.03;$0.02;1721;Base Grade Graffiti;7;https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0qeOZI2f_bSXNKR7VHUxvGK1eMGne_TbxtrmQQzzNRet5EgwMK_YN92caOJvabRdp3dEL-2HqwUEqUAYmdYNFfwO02HkGPaks2C0LeJIGnCL3dxfHmb9N
Sealed Graffiti | GGWP (Battle Green);$0.03;$0.02;1811;Base Grade Graffiti;7;https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0puWyTCbIZDbWKCSXTFswHLUNYWzQrzb35OrGETvOFeB5SwEFfqAB9zAaOJrdOEM4htIJ_CuomUM7HRkkfddLZQOvw2QfKOBykHgWcJgkTpd2Yw
Nova | Sand Dune (Factory New);$0.07;$0.06;282;Consumer Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpouLWzKjhz3MzbcDNG09C_k4ifqPv1IbzU2DgCsJAl37mZpt-tjVbg80NtYGHzd4HBdVI9Y1CG-FO2xL-7hse7uJvXiSw0TII3i7o
PP-Bizon | Night Ops (Factory New);$0.07;$0.06;551;Industrial Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotLO_JAlf2-r3ZzxQ5d-3mY-0mf7zO6_ummJW4NFOhujT8om7jgTh8kA_YW2nJYKWcQVrZ1CD_QTswbvmhJC_tJjLznI3vyYj5y3ZmQv330_5mtovaA
Tec-9 | VariCamo (Factory New);$0.08;$0.07;545;Industrial Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhoyszecC9L7927m7-HnvD8J4Tdl3lW7Yspi7GXpt-s2Few-xU_YW3wd4WTewFtYgzV_1C_wue7hpO5v8udnHJgpGB8sk8duAeH
R8 Revolver | Bone Mask (Factory New);$0.08;$0.07;447;Consumer Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopL-zJAt21uH3Yi19-N2mkb-HnvD8J4Tdl3lW7Yty0u-YpN6hjlLj-xA9YTj1cY6ddAE3Y1iDrlK3lOq515G_vJWYmnpkpGB8suwO2d5o
MP9 | Sand Dashed (Factory New);$0.08;$0.07;585;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6r8FBRw7OfJYTh9_9S5hpS0hPb6N4Tdn2xZ_Pp9i_vG8MKt0Qew-xE9MD_zJ4GQcgI6aQuFrFXslO-5g5K1uZTIm3tluCIr5XiIgVXp1vbXUxFY
SCAR-20 | Contractor (Factory New);$0.08;$0.07;174;Consumer Grade Sniper Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbmkOVUw7ODHTi1P7-O6nYeDg8j4MqnWkyVSu8Ah3-vA8I_22QHm-Uo9amH6cNLBcg89aF7Ur1jtxbvm08TpupWY1zI97SZLY2Jj
PP-Bizon | Sand Dashed (Factory New);$0.08;$0.07;236;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotLO_JAlfwOP3ZTxS6eOlnI-Zg8jnMrXVqWdY781lteXA54vwxlC3rUptYDjwdYLDIVI6Y1nQ-1O6yey6jcW978_MzCZjv3Qr7X3VyRypwUYbjiZbIu8
UMP-45 | Scorched (Battle-Scarred);$0.08;$0.07;159;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoo7e1f1JfwOP3dTxS_NCzq4iOluHtDLfQhGxUppN3jOuR99n3jQ3l-RBsZGmmdtXEJ1VtaV_S-li3xea50J67uZ-dyiB9-n51KR5VNrA
Sawed-Off | Forest DDPAT (Factory New);$0.08;$0.07;208;Consumer Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbuyLgNv1fX3eSR96NimlZS0m_7zO6_ummpD78A_j7rHodujigPi80VlYDjzIICcewJvaFiF-ADtkO7rgMK_vpScz3tmvT5iuyjiwtxI8g
MP9 | Storm (Minimal Wear);$0.08;$0.07;237;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6r8FBRv7ODcfi9P6s65mpS0m_7zO6_ummpD78A_3evAo9vx3AHg_RBoYDqhItLDIA9rZV6FqFe2lezs0ZPuuZrNznMy7z5iuyjSLsktjQ
Desert Eagle | Mudder (Well-Worn);$0.08;$0.07;912;Industrial Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposr-kLAtl7PvRTjBN-Mi6kYS0hPb6N4Tck29Y_chOhujT8om72wXt_EQ6Z2_1LYHEJwFsNVuG-Vi6xbu6gcTovpXMznQ27HIjtnaInwv330-Wi_z57w
Chroma Case;$0.08;$0.07;79572;Base Grade Container;7;https://steamcommunity-a.akamaihd.net/economy/image/
Glock-18 | Death Rattle (Well-Worn);$0.08;$0.07;825;Industrial Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposbaqKAxf2-r3fzhQ49i_lb-GkvP9JrbummpD78A_jOjE843z0FHj_0c_Y2ugdYWRelJoNw3WqVO3ku7qhJC8tcnPyXdk7D5iuyhw2A8smw
G3SG1 | Hunter (Field-Tested);$0.08;$0.07;991;Mil-Spec Grade Sniper Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposem2LFZf1OD3dm5R642Jl4WfmvLLIb7Vg3Nu5cB1g_zMyoD0mlOx5RJqYmmlIdDDdgdtNVDY-FO4yOju1pa57pTBynM1uHEmtC6PzUG2iB9SLrs4kSHP6Iw
Nova | Candy Apple (Factory New);$0.08;$0.07;1993;Industrial Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpouLWzKjhz3MzadDl94NWxnJS0m_bmNL6fkDoIsJ0njrnFpd3w3wfkrRBtNmn2JIKUdFc4Z1zS_lm2xOzp1J-474OJlyVSKLZX4g
Five-SeveN | Coolant (Factory New);$0.08;$0.07;817;Consumer Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLOzLhRlxfbGTjVb09ijl5SYqPDmNr7fqWdY781lteXA54vwxgLs_BBoMj2iI9eVewI2ZlqFrwO7k-rn1sTq6p6cmyMwvChz7SvaykGpwUYbdF1haSI
MP7 | Forest DDPAT (Factory New);$0.08;$0.07;193;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFA957PfMYTxW09C_k4ifqPv1IbzU2DsDuJJ3iLzH8Nz02VHm-hA4NzjxLNOVcgNoZlHW-ge8lb3rgpS07pTXiSw0SmKF74k
M249 | Impact Drill (Well-Worn);$0.08;$0.07;191;Consumer Grade Machinegun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-jxcjhz3MzDdCRB49C5hpO0mvLwOq7cqWdQ-sJ0xOqXpNqgjVLi-0I_MGjyJo_GdAA4ZA7X_FXtlLi61sO-vJufmHVq6yA8pSGKl_e2UCI
Sealed Graffiti | Heart (Bazooka Pink);$0.08;$0.07;701;Base Grade Graffiti;7;https://steamcommunity-a.akamaihd.net/economy/image/IzMF03bi9WpSBq-S-ekoE33L-iLqGFHVaU25ZzQNQcXdB2ozio1RrlIWFK3UfvMYB8UsvjiMXojflsZalyxSh31CIyHz2GZ-KuFpPsrTzBG0qeeMDmDIZDbWKCSXGF9rTbRaZG_b_jPwt7-RFmqYRr4oQg8CfaQF9G0ab87YOEc73dYC-yuomUM7HRkkfddLZQOvw2QfKOAnyXdKJ5nZBINhHw
MP7 | Army Recon (Factory New);$0.08;$0.07;181;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7ODYYzxb092kmZm0m_7zO6_ummpD78A_j7GWrI6t0ATsrUs_am_0cYLDcg5oNQ3R81Xqx7rqjcC6uMmfnSBh7j5iuyjKTEW-7g
Tec-9 | Groundwater (Factory New);$0.09;$0.08;199;Consumer Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhz3MzHfTRU6eO6nYeDg8j4MqnWkyUH65YkjLvC99rwjgSy80pvNWnxcIGVdQM3Ml3S8gfrxefqjcfo6c-a1zI97ca4WGIp
Sawed-Off | Bamboo Shadow (Well-Worn);$0.09;$0.08;1372;Consumer Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbuyLgNv1fX3eSR97t27lo-EqP3hPbzdk1RT5MRygdbM8Ij8nVmLpxIuNDztIdTAIQI5YguB_Fi6x-y7gcfuvZrLwCNq7yIjsCnamkSwhhlLabFo1-veFwsaJyI_Nw
M4A1-S | Boreal Forest (Field-Tested);$0.09;$0.08;10377;Industrial Grade Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-6kejhz2v_Nfz5H_uO-jb-NmOXxIK_ulGRD7cR9teTE8YXghWu4qgE7Nnf2ctWSIA82N17V8lK6ybq7gce4uZuczHRmsikns33Umhbm0BhEbORmm7XAHq4bWHSW
M249 | Impact Drill (Battle-Scarred);$0.09;$0.08;139;Consumer Grade Machinegun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-jxcjhz3MzDdCRB49C5hpO0n_L1JaLummpD78A_3LjDrdjxiwC3qUNvMGGnIo6Wc1VvYQ2CrAK4x7u-0Ze_vpTJwXYy7z5iuyhjpmBRLQ
Five-SeveN | Scumbria (Field-Tested);$0.09;$0.08;1782;Mil-Spec Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLOzLhRlxfbGTjxT09q_goW0hPLiNrXuhWhE5cdjg-j--InxgUG5lB89IT6mOoaWIVQ_ZgzR8lK8xu_t0JW1uczInHBnvXNztnaOmEDjhxpMPbFohPWACQLJGvdNRrg
M249 | Impact Drill (Field-Tested);$0.09;$0.08;218;Consumer Grade Machinegun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-jxcjhz3MzDdCRB49C5hpO0mvLwOq7cqWdQ-sJ0xOqXpNqgjVLi-0I_MGjyJo_GdAA4ZA7X_FXtlLi61sO-vJufmHVq6yA8pSGKl_e2UCI
Glock-18 | Death Rattle (Battle-Scarred);$0.09;$0.08;504;Industrial Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposbaqKAxf2-r3fzhQ49i_lb-DkvbiKoTdl3lW7YshibGToNyk2Fbm-RI4ZmD1I4GdcgBsN1CEq1XolL27gJG0vsvKn3NqpGB8sqTnu5oe
MAG-7 | Seabird (Field-Tested);$0.09;$0.08;195;Consumer Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7uifDhz3MzJYChD09GzkImemsj4MqnWkyUC65dwj7rArd3z0Qew-ko9MW_3JoaXcVI3ZgmF81W3x-28g5-7uMjO1zI97dxXUayR
PP-Bizon | Bamboo Print (Battle-Scarred);$0.09;$0.08;143;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotLO_JAlf2-r3czxP7tO5q4qemfD4NoTYmGBu4MBwnPD--Y3nj1H6r0tqYjv1IdeUdQ9rYwzVrgftxu_qjMe46pXPyCBruChz4HnYmxG0gwYMMLJh4YCjGQ
MAC-10 | Candy Apple (Factory New);$0.09;$0.08;2256;Industrial Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldfwPz3YzhG09C_k4ifqPv1IbzU2DxTuJAjiLmXrI2t2gPk_kplYj3xLNDGJAQ5YFqE_FfslLrsg8e87ZXXiSw0fTzvglc
UMP-45 | Scorched (Minimal Wear);$0.09;$0.08;99;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoo7e1f1JfwOP3dTxS_NCzq4yCkP_gDLfQhGxUpsQj3-qYp4jz2gK1qEI_ZGmgIoOSdgdvYV-E8wXvybzv0Za7tJjJy3B9-n51lZWA-0A
Sawed-Off | Zander (Minimal Wear);$0.09;$0.08;429;Mil-Spec Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbuyLgNv1fX3cCx9_92hkYSEkfHLKbrfkm5Duvp9g-7J4bP5iUazrl1pYm2lI9WTIQA-Z1rZ_Fm9ybjqg5a-vJXOziZkvSYgtnrUm0HkhUoYcKUx0kuWxz6T
Five-SeveN | Scumbria (Battle-Scarred);$0.09;$0.08;489;Mil-Spec Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposLOzLhRlxfbGTjxT09q_goW0hPLiNrXuhWhE5cdjg-j-_Yn0nk2LpxIuNDztd9fGIQI5ZFnZr1O-xO6-jJO_78_AnSNl6ygg4H_cnEPhgk1IOrc90-veFwvLqXcrnA
P90 | Sand Spray (Factory New);$0.09;$0.08;163;Consumer Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FBRw7ODYYzxb08-3moS0m_7zO6_ummpD78A_27HA9tvw3gDg_UBlMWH0IYDDIwU3aVzQ_1Tvxefs1pPou8uawXBnsz5iuyjoOPjz8g
MAG-7 | Sonar (Field-Tested);$0.09;$0.08;1291;Mil-Spec Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7uifDhh3szFcDoV09G3mIaEhfrLPr7Vn35c18lwmO7Eu92tiQfnrkM_N2jxd4LDdw9qYlGF_VC2wLrmhMfqtZzLzXZmvykg5ivD30vgXr0jC_g
Negev | Dazzle (Field-Tested);$0.09;$0.08;2868;Mil-Spec Grade Machinegun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpouL-iLhFf2-r3fzhF6cqJkIGRjfvxDLbUkmJE5fp9i_vG8MKm2gWwrRdqNWimII6dIQFsZl3T_1DtlLrpgJ_p7Z6dn3MwuiMms3yMgVXp1g766OZB
Sawed-Off | Morris (Battle-Scarred);$0.09;$0.08;835;Mil-Spec Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbuyLgNv1fX3cCx9_92hkYTGmPHyDL3dmXxU-vp5j-jX7LP5iUazrl1oNjz6LICXJg85YV2GrAfvxuq9hZ616cvJyHBqsiZ2tHrUnB3ig0sZcKUx0m2JFDnm
P250 | Metallic DDPAT (Minimal Wear);$0.09;$0.08;579;Industrial Grade Pistol;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopujwezhh3szdYz9D4uO6nYeDg8j4MqnWkyUD7pN0jL2WrYis31e2-UtkZD-gIIeVdFVoaVHX_Fnox7281sK06cnP1zI97bNcM7TE
G3SG1 | Jungle Dashed (Factory New);$0.09;$0.08;149;Consumer Grade Sniper Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgposem2LFZfwOP3ZTxS6eOlnI-Zg8j-JrXWmm5u5Mx2gv3--Y3nj1H6-0E6N2n1cNSdJA87YV_Y8wO4kuq908C-upidn3JlviMr5nffzBC_hAYMMLLHPllh2A
PP-Bizon | Jungle Slipstream (Field-Tested);$0.09;$0.08;2127;Mil-Spec Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotLO_JAlf2-r3czRY49KJgI-ZmcjzIb7UmFRc7cF4n-T--Y3nj1H6-0ZsY2H1dYTEJw4-MwnT_wS2wrrqgMO9vpTKmiNhsnV25XrUl0S1gAYMMLLweupWiw
MAC-10 | Lapis Gator (Field-Tested);$0.09;$0.08;555;Mil-Spec Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0v73fDxBvYyJkYyOlOPmOrjYgnJu5cB1g_zMyoD0mlOx5UA4YDj1Idedc1I8Y13V_gK8k7_rjJLv6cifmHpi7Cdxs3iJnRK1105SLrs4fg2xmSA
M249 | Contrast Spray (Battle-Scarred);$0.09;$0.08;401;Consumer Grade Machinegun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou-jxcjhzw8zbYS9D9eO-kYGdjsj4MqnWkyVX65ZzjOuSpd-l3Vfh8kBrZ2Ggd4_DIQZvYF2D_1W9lezm1p_u6p-d1zI97a3mpy-q
Sawed-Off | Bamboo Shadow (Battle-Scarred);$0.09;$0.08;669;Consumer Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbuyLgNv1fX3eSR97t27lo-EqP3hPbzdk1RT5MRygdbJ8I3jkWu4qgE7Nnf3d4-TJg87aFDSrAe_l-zqgZ_pupyazyFi6ycksSuLlh3h0E4ZbOxmm7XAHvBWThIV
Sawed-Off | Fubar (Battle-Scarred);$0.09;$0.08;939;Mil-Spec Grade Shotgun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbuyLgNv1fX3di59_92hkYSEkfHLNa7Tl3lu4MBwnPD--Y3nj1H6_BA5ZG72dYeQcVc5N1_UqQXtxb--gJS06ZidnSY37ikl7HbdzEC11AYMMLLTlkT2dA
Negev | Desert-Strike (Field-Tested);$0.09;$0.08;696;Mil-Spec Grade Machinegun;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpouL-iLhFf0Ob3fzhF6cqJgImflvnnJ7TDm1Rc7cF4n-T--Y3nj1H6_EE6N26hLNWcIQ87aQzU_QK7xenug568ucjPyHZkuSYq4XzVyhezggYMMLJUFmgT1g
MP7 | Akoben (Field-Tested);$0.09;$0.08;1525;Mil-Spec Grade SMG;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7P7YJgJW_tW0lYy0jvL4P7TGqWZU7Mxkh9bN9J7yjRq38kNsYm3zJYKUeg47Y1zX_lm4yebp1Jftvs7AnHVjuHEjsy3fmRO3n1gSOeqlmZKA
SCAR-20 | Jungle Slipstream (Field-Tested);$0.09;$0.08;1557;Mil-Spec Grade Sniper Rifle;7;https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopbmkOVUw7PvRTi5B7c7kxL-BgvnzP77uhWdY-NZlmOzA-LP4jVC9vh4DPzixc9OLcw47YgqD-ALql-6-gsS76p-ayiNh7CJ3sHnczhew00tParM6hqOZG0LeWfKK_Hpc1w
